ACCOUNT,AMOUNT,SOURCE,Fabricated_JE,TYPE,ACCOUNT_DC,D/C,AMOUNT_POSITIF
3198,14042.9,5,0,0,3198_D,D,14042.9
3126,16719.88,5,0,0,3126_D,D,16719.88
3181,-16719.88,5,0,0,3181_C,C,16719.88
3179,-48118.86,5,0,0,3179_C,C,48118.86
2284,12569.84,6,0,0,2284_D,D,12569.84
3120,17822.27,6,0,0,3120_D,D,17822.27
3145,-12569.84,6,0,0,3145_C,C,12569.84
3164,-17822.27,6,0,0,3164_C,C,17822.27
2224,30078.01,7,0,0,2224_D,D,30078.01
3101,-30078.01,7,0,0,3101_C,C,30078.01
2255,-11594.8,1,0,0,2255_C,C,11594.8
2261,10919.31,1,0,0,2261_D,D,10919.31
3191,11594.8,1,0,0,3191_D,D,11594.8
2229,-10919.31,1,0,0,2229_C,C,10919.31
3132,45419.09,1,0,0,3132_D,D,45419.09
3137,-45419.09,1,0,0,3137_C,C,45419.09
1166,10268.33,7,0,0,1166_D,D,10268.33
3195,-10268.33,7,0,0,3195_C,C,10268.33
2123,-48750.91,3,0,0,2123_C,C,48750.91
2212,48750.91,3,0,0,2212_D,D,48750.91
2259,25398.69,6,0,0,2259_D,D,25398.69
3133,-30243.38,6,0,0,3133_C,C,30243.38
1152,30243.38,6,0,0,1152_D,D,30243.38
1110,48638.66,6,0,0,1110_D,D,48638.66
3128,-25398.69,6,0,0,3128_C,C,25398.69
2167,-48638.66,6,0,0,2167_C,C,48638.66
3132,27813.47,4,0,0,3132_D,D,27813.47
2151,-3340.21,4,0,0,2151_C,C,3340.21
3192,-44219.35,4,0,0,3192_C,C,44219.35
3114,-27813.47,4,0,0,3114_C,C,27813.47
2183,44219.35,4,0,0,2183_D,D,44219.35
3157,3340.21,4,0,0,3157_D,D,3340.21
2269,28859.63,6,0,0,2269_D,D,28859.63
1103,38118.36,6,0,0,1103_D,D,38118.36
2118,30200.64,6,0,0,2118_D,D,30200.64
2103,-30200.64,6,0,0,2103_C,C,30200.64
2180,-28859.63,6,0,0,2180_C,C,28859.63
3197,-38118.36,6,0,0,3197_C,C,38118.36
1175,28650.24,3,0,0,1175_D,D,28650.24
1186,-28650.24,3,0,0,1186_C,C,28650.24
2102,-48208.23,3,0,0,2102_C,C,48208.23
1193,48208.23,3,0,0,1193_D,D,48208.23
1141,-17386.69,6,0,0,1141_C,C,17386.69
1137,-42422.28,6,0,0,1137_C,C,42422.28
3143,-31390.46,6,0,0,3143_C,C,31390.46
2294,31390.46,6,0,0,2294_D,D,31390.46
1136,17386.69,6,0,0,1136_D,D,17386.69
2245,42422.28,6,0,0,2245_D,D,42422.28
1191,-33864.13,4,0,0,1191_C,C,33864.13
2177,33864.13,4,0,0,2177_D,D,33864.13
3220,37797.76,4,0,0,3220_D,D,37797.76
3119,-37797.76,4,0,0,3119_C,C,37797.76
3160,39162.78,7,0,0,3160_D,D,39162.78
3111,-39162.78,7,0,0,3111_C,C,39162.78
2212,-46587.88,7,0,0,2212_C,C,46587.88
1125,46587.88,7,0,0,1125_D,D,46587.88
1135,27824.32,4,0,0,1135_D,D,27824.32
1151,-27824.32,4,0,0,1151_C,C,27824.32
3220,8668.03,1,0,0,3220_D,D,8668.03
1112,-8668.03,1,0,0,1112_C,C,8668.03
2124,25787.62,4,0,0,2124_D,D,25787.62
2129,-25787.62,4,0,0,2129_C,C,25787.62
3190,-17222.18,4,0,0,3190_C,C,17222.18
1140,17222.18,4,0,0,1140_D,D,17222.18
1121,9510.57,4,0,0,1121_D,D,9510.57
2274,-1241.24,4,0,0,2274_C,C,1241.24
3225,-34609.94,4,0,0,3225_C,C,34609.94
2286,-9510.57,4,0,0,2286_C,C,9510.57
2138,1241.24,4,0,0,2138_D,D,1241.24
2103,34609.94,4,0,0,2103_D,D,34609.94
1131,-18822.84,6,0,0,1131_C,C,18822.84
2162,18822.84,6,0,0,2162_D,D,18822.84
1111,-32858.72,1,0,0,1111_C,C,32858.72
1166,32858.72,1,0,0,1166_D,D,32858.72
1148,10483.27,1,0,0,1148_D,D,10483.27
2294,-42557.3,1,0,0,2294_C,C,42557.3
1161,-10483.27,1,0,0,1161_C,C,10483.27
3128,42557.3,1,0,0,3128_D,D,42557.3
2228,-9537.81,5,0,0,2228_C,C,9537.81
1156,34380.14,5,0,0,1156_D,D,34380.14
2196,9537.81,5,0,0,2196_D,D,9537.81
3108,-34380.14,5,0,0,3108_C,C,34380.14
2171,9945.01,3,0,0,2171_D,D,9945.01
2279,-9945.01,3,0,0,2279_C,C,9945.01
1183,-31160.71,1,0,0,1183_C,C,31160.71
2271,31160.71,1,0,0,2271_D,D,31160.71
3220,-28797.98,1,0,0,3220_C,C,28797.98
2191,28797.98,1,0,0,2191_D,D,28797.98
2253,46546.49,7,0,0,2253_D,D,46546.49
3101,11507.62,7,0,0,3101_D,D,11507.62
2145,-45961.7,7,0,0,2145_C,C,45961.7
1101,-46546.49,7,0,0,1101_C,C,46546.49
1179,45961.7,7,0,0,1179_D,D,45961.7
2175,-11507.62,7,0,0,2175_C,C,11507.62
2104,-39702.06,4,0,0,2104_C,C,39702.06
3200,39702.06,4,0,0,3200_D,D,39702.06
3158,38739.66,4,0,0,3158_D,D,38739.66
3223,-38739.66,4,0,0,3223_C,C,38739.66
1150,16921.64,3,0,0,1150_D,D,16921.64
3131,21413.48,3,0,0,3131_D,D,21413.48
1181,-21413.48,3,0,0,1181_C,C,21413.48
2142,-16921.64,3,0,0,2142_C,C,16921.64
2199,-30026.06,7,0,0,2199_C,C,30026.06
2282,33851.0,7,0,0,2282_D,D,33851.0
2181,41850.86,7,0,0,2181_D,D,41850.86
2266,30026.06,7,0,0,2266_D,D,30026.06
3198,-33851.0,7,0,0,3198_C,C,33851.0
2260,-41850.86,7,0,0,2260_C,C,41850.86
3122,-7021.22,2,0,0,3122_C,C,7021.22
2144,7021.22,2,0,0,2144_D,D,7021.22
2278,-16381.5,2,0,0,2278_C,C,16381.5
2155,16381.5,2,0,0,2155_D,D,16381.5
2270,18406.54,1,0,0,2270_D,D,18406.54
3154,-18406.54,1,0,0,3154_C,C,18406.54
2210,30932.21,5,0,0,2210_D,D,30932.21
2179,-30932.21,5,0,0,2179_C,C,30932.21
2106,42783.96,5,0,0,2106_D,D,42783.96
3137,-42783.96,5,0,0,3137_C,C,42783.96
2239,-10824.49,4,0,0,2239_C,C,10824.49
2237,10824.49,4,0,0,2237_D,D,10824.49
2298,2659.78,3,0,0,2298_D,D,2659.78
1175,-2659.78,3,0,0,1175_C,C,2659.78
1101,-24660.52,3,0,0,1101_C,C,24660.52
2286,24660.52,3,0,0,2286_D,D,24660.52
2183,-5510.9,7,0,0,2183_C,C,5510.9
1196,29635.72,7,0,0,1196_D,D,29635.72
1123,5510.9,7,0,0,1123_D,D,5510.9
1184,-29635.72,7,0,0,1184_C,C,29635.72
2214,-2647.01,6,0,0,2214_C,C,2647.01
2162,1103.05,6,0,0,2162_D,D,1103.05
3225,-1103.05,6,0,0,3225_C,C,1103.05
2289,2647.01,6,0,0,2289_D,D,2647.01
1147,-13416.79,4,0,0,1147_C,C,13416.79
2283,-43856.39,4,0,0,2283_C,C,43856.39
2162,13416.79,4,0,0,2162_D,D,13416.79
2142,43856.39,4,0,0,2142_D,D,43856.39
2203,-28800.27,4,0,0,2203_C,C,28800.27
2278,-42172.07,4,0,0,2278_C,C,42172.07
2210,28800.27,4,0,0,2210_D,D,28800.27
2133,42172.07,4,0,0,2133_D,D,42172.07
2147,-49635.13,1,0,0,2147_C,C,49635.13
1107,8361.24,1,0,0,1107_D,D,8361.24
2181,49635.13,1,0,0,2181_D,D,49635.13
1111,34647.45,1,0,0,1111_D,D,34647.45
2127,-8361.24,1,0,0,2127_C,C,8361.24
3150,-34647.45,1,0,0,3150_C,C,34647.45
1133,31129.37,2,0,0,1133_D,D,31129.37
2147,-31129.37,2,0,0,2147_C,C,31129.37
2207,-29439.2,7,0,0,2207_C,C,29439.2
1170,13539.29,7,0,0,1170_D,D,13539.29
1178,29439.2,7,0,0,1178_D,D,29439.2
2151,-13539.29,7,0,0,2151_C,C,13539.29
2262,-49764.2,4,0,0,2262_C,C,49764.2
3169,49764.2,4,0,0,3169_D,D,49764.2
3213,19564.21,5,0,0,3213_D,D,19564.21
2260,-19564.21,5,0,0,2260_C,C,19564.21
2187,33175.62,5,0,0,2187_D,D,33175.62
3156,-33175.62,5,0,0,3156_C,C,33175.62
2126,-15236.53,5,0,0,2126_C,C,15236.53
2168,15236.53,5,0,0,2168_D,D,15236.53
1142,-14837.72,1,0,0,1142_C,C,14837.72
1136,14837.72,1,0,0,1136_D,D,14837.72
2192,14581.09,1,0,0,2192_D,D,14581.09
1133,-14581.09,1,0,0,1133_C,C,14581.09
2297,-28499.78,7,0,0,2297_C,C,28499.78
1146,4443.58,7,0,0,1146_D,D,4443.58
2295,28499.78,7,0,0,2295_D,D,28499.78
3118,-4443.58,7,0,0,3118_C,C,4443.58
1165,-37742.59,7,0,0,1165_C,C,37742.59
2274,37742.59,7,0,0,2274_D,D,37742.59
1143,-40983.07,4,0,0,1143_C,C,40983.07
2155,46463.45,4,0,0,2155_D,D,46463.45
3222,-46463.45,4,0,0,3222_C,C,46463.45
3104,40983.07,4,0,0,3104_D,D,40983.07
2284,37243.78,4,0,0,2284_D,D,37243.78
3108,-37243.78,4,0,0,3108_C,C,37243.78
3127,-47700.42,1,0,0,3127_C,C,47700.42
3152,47700.42,1,0,0,3152_D,D,47700.42
3164,34979.94,1,0,0,3164_D,D,34979.94
1198,-34979.94,1,0,0,1198_C,C,34979.94
2277,-16985.53,3,0,0,2277_C,C,16985.53
3195,16985.53,3,0,0,3195_D,D,16985.53
2285,18127.98,7,0,0,2285_D,D,18127.98
3204,-18127.98,7,0,0,3204_C,C,18127.98
1185,-4417.24,3,0,0,1185_C,C,4417.24
2269,4417.24,3,0,0,2269_D,D,4417.24
2126,-5213.01,7,0,0,2126_C,C,5213.01
2274,39067.79,7,0,0,2274_D,D,39067.79
3119,-39067.79,7,0,0,3119_C,C,39067.79
1130,5213.01,7,0,0,1130_D,D,5213.01
2197,16693.74,4,0,0,2197_D,D,16693.74
2289,-3658.55,4,0,0,2289_C,C,3658.55
3210,3658.55,4,0,0,3210_D,D,3658.55
2287,-16693.74,4,0,0,2287_C,C,16693.74
1190,-8306.15,1,0,0,1190_C,C,8306.15
3136,8306.15,1,0,0,3136_D,D,8306.15
1132,3537.74,5,0,0,1132_D,D,3537.74
3133,-3537.74,5,0,0,3133_C,C,3537.74
3223,-43120.9,2,0,0,3223_C,C,43120.9
3104,20116.55,2,0,0,3104_D,D,20116.55
1186,-20116.55,2,0,0,1186_C,C,20116.55
1169,43120.9,2,0,0,1169_D,D,43120.9
3116,-21003.31,5,0,0,3116_C,C,21003.31
2289,30026.71,5,0,0,2289_D,D,30026.71
2207,21003.31,5,0,0,2207_D,D,21003.31
1112,18359.85,5,0,0,1112_D,D,18359.85
2210,-30026.71,5,0,0,2210_C,C,30026.71
1153,-18359.85,5,0,0,1153_C,C,18359.85
3138,-21827.83,6,0,0,3138_C,C,21827.83
3213,21827.83,6,0,0,3213_D,D,21827.83
3180,2515.53,3,0,0,3180_D,D,2515.53
2171,-2515.53,3,0,0,2171_C,C,2515.53
2252,8210.0,3,0,0,2252_D,D,8210.0
1107,-4231.94,3,0,0,1107_C,C,4231.94
1174,-8210.0,3,0,0,1174_C,C,8210.0
2188,13963.37,3,0,0,2188_D,D,13963.37
3112,4231.94,3,0,0,3112_D,D,4231.94
3197,-13963.37,3,0,0,3197_C,C,13963.37
2171,-2609.45,5,0,0,2171_C,C,2609.45
3179,-47805.95,5,0,0,3179_C,C,47805.95
1132,2609.45,5,0,0,1132_D,D,2609.45
1192,47805.95,5,0,0,1192_D,D,47805.95
2261,-3988.09,2,0,0,2261_C,C,3988.09
1175,-8238.55,2,0,0,1175_C,C,8238.55
1107,8238.55,2,0,0,1107_D,D,8238.55
3200,3988.09,2,0,0,3200_D,D,3988.09
2257,-14468.89,3,0,0,2257_C,C,14468.89
2143,28716.24,3,0,0,2143_D,D,28716.24
1151,-28716.24,3,0,0,1151_C,C,28716.24
1109,16171.31,3,0,0,1109_D,D,16171.31
2248,-16171.31,3,0,0,2248_C,C,16171.31
2133,14468.89,3,0,0,2133_D,D,14468.89
2261,30754.0,4,0,0,2261_D,D,30754.0
2290,-30754.0,4,0,0,2290_C,C,30754.0
3127,-9402.54,4,0,0,3127_C,C,9402.54
1168,-40848.25,4,0,0,1168_C,C,40848.25
1124,40848.25,4,0,0,1124_D,D,40848.25
1128,9402.54,4,0,0,1128_D,D,9402.54
3169,-1649.84,2,0,0,3169_C,C,1649.84
1196,-45486.26,2,0,0,1196_C,C,45486.26
2285,45486.26,2,0,0,2285_D,D,45486.26
3160,1649.84,2,0,0,3160_D,D,1649.84
2135,-7219.17,2,0,0,2135_C,C,7219.17
2254,7219.17,2,0,0,2254_D,D,7219.17
2152,40412.19,1,0,0,2152_D,D,40412.19
2241,-40412.19,1,0,0,2241_C,C,40412.19
3118,8628.17,1,0,0,3118_D,D,8628.17
2110,-8628.17,1,0,0,2110_C,C,8628.17
1178,49703.78,5,0,0,1178_D,D,49703.78
3201,-49703.78,5,0,0,3201_C,C,49703.78
3172,9611.35,1,0,0,3172_D,D,9611.35
2275,38393.74,1,0,0,2275_D,D,38393.74
1192,-38393.74,1,0,0,1192_C,C,38393.74
3169,-9611.35,1,0,0,3169_C,C,9611.35
1171,20747.2,5,0,0,1171_D,D,20747.2
3101,-20747.2,5,0,0,3101_C,C,20747.2
1126,-47226.01,5,0,0,1126_C,C,47226.01
3119,47226.01,5,0,0,3119_D,D,47226.01
1167,29278.28,4,0,0,1167_D,D,29278.28
1196,-47037.85,4,0,0,1196_C,C,47037.85
3226,-3934.07,4,0,0,3226_C,C,3934.07
2149,47037.85,4,0,0,2149_D,D,47037.85
1183,3934.07,4,0,0,1183_D,D,3934.07
1181,-29278.28,4,0,0,1181_C,C,29278.28
2297,29217.54,3,0,0,2297_D,D,29217.54
2109,20352.96,3,0,0,2109_D,D,20352.96
3153,-29217.54,3,0,0,3153_C,C,29217.54
1134,-20352.96,3,0,0,1134_C,C,20352.96
3195,-1884.09,6,0,0,3195_C,C,1884.09
1103,16889.33,6,0,0,1103_D,D,16889.33
2186,-16889.33,6,0,0,2186_C,C,16889.33
2135,1884.09,6,0,0,2135_D,D,1884.09
2209,-5155.69,4,0,0,2209_C,C,5155.69
3138,5155.69,4,0,0,3138_D,D,5155.69
2277,14283.7,4,0,0,2277_D,D,14283.7
3161,-14283.7,4,0,0,3161_C,C,14283.7
2165,-27330.99,2,0,0,2165_C,C,27330.99
2214,27330.99,2,0,0,2214_D,D,27330.99
2254,-4155.61,3,0,0,2254_C,C,4155.61
2282,4155.61,3,0,0,2282_D,D,4155.61
2213,-15274.76,1,0,0,2213_C,C,15274.76
2282,15274.76,1,0,0,2282_D,D,15274.76
1101,7452.64,5,0,0,1101_D,D,7452.64
2207,-7452.64,5,0,0,2207_C,C,7452.64
3182,14356.64,4,0,0,3182_D,D,14356.64
2287,-14356.64,4,0,0,2287_C,C,14356.64
2129,-35484.37,4,0,0,2129_C,C,35484.37
2131,6926.74,4,0,0,2131_D,D,6926.74
2172,-28004.19,4,0,0,2172_C,C,28004.19
2246,35484.37,4,0,0,2246_D,D,35484.37
2263,-6926.74,4,0,0,2263_C,C,6926.74
3190,28004.19,4,0,0,3190_D,D,28004.19
2100,2424.59,7,0,0,2100_D,D,2424.59
1163,-2424.59,7,0,0,1163_C,C,2424.59
3128,-31320.49,6,0,0,3128_C,C,31320.49
2191,-14538.15,6,0,0,2191_C,C,14538.15
1155,31320.49,6,0,0,1155_D,D,31320.49
2202,14538.15,6,0,0,2202_D,D,14538.15
1141,-21271.03,3,0,0,1141_C,C,21271.03
3143,42089.84,3,0,0,3143_D,D,42089.84
3159,13074.29,3,0,0,3159_D,D,13074.29
1166,21271.03,3,0,0,1166_D,D,21271.03
2186,-13074.29,3,0,0,2186_C,C,13074.29
2121,-42089.84,3,0,0,2121_C,C,42089.84
2243,20518.31,1,0,0,2243_D,D,20518.31
2141,-20518.31,1,0,0,2141_C,C,20518.31
3186,-11215.88,6,0,0,3186_C,C,11215.88
3137,11215.88,6,0,0,3137_D,D,11215.88
1181,5915.31,6,0,0,1181_D,D,5915.31
3139,-5915.31,6,0,0,3139_C,C,5915.31
2136,-34976.45,7,0,0,2136_C,C,34976.45
3152,34976.45,7,0,0,3152_D,D,34976.45
2214,-33215.52,7,0,0,2214_C,C,33215.52
2186,33215.52,7,0,0,2186_D,D,33215.52
2177,-31974.28,3,0,0,2177_C,C,31974.28
2227,-1894.32,3,0,0,2227_C,C,1894.32
3207,31974.28,3,0,0,3207_D,D,31974.28
2125,1894.32,3,0,0,2125_D,D,1894.32
2141,-25782.38,2,0,0,2141_C,C,25782.38
3105,25782.38,2,0,0,3105_D,D,25782.38
2124,-25755.69,2,0,0,2124_C,C,25755.69
2169,25755.69,2,0,0,2169_D,D,25755.69
1114,-20369.64,1,0,0,1114_C,C,20369.64
3160,20468.91,1,0,0,3160_D,D,20468.91
1129,-20468.91,1,0,0,1129_C,C,20468.91
2152,20369.64,1,0,0,2152_D,D,20369.64
2256,35162.27,6,0,0,2256_D,D,35162.27
2131,29835.41,6,0,0,2131_D,D,29835.41
3217,-29835.41,6,0,0,3217_C,C,29835.41
2222,-35093.29,6,0,0,2222_C,C,35093.29
2174,35093.29,6,0,0,2174_D,D,35093.29
3136,-35162.27,6,0,0,3136_C,C,35162.27
2240,45215.41,4,0,0,2240_D,D,45215.41
3171,-45215.41,4,0,0,3171_C,C,45215.41
2247,18931.44,4,0,0,2247_D,D,18931.44
1105,-18931.44,4,0,0,1105_C,C,18931.44
3131,48768.23,6,0,0,3131_D,D,48768.23
2110,-34684.0,6,0,0,2110_C,C,34684.0
2142,-48768.23,6,0,0,2142_C,C,48768.23
2171,34684.0,6,0,0,2171_D,D,34684.0
2140,17419.47,5,0,0,2140_D,D,17419.47
3112,-15584.44,5,0,0,3112_C,C,15584.44
3204,15584.44,5,0,0,3204_D,D,15584.44
2280,-17419.47,5,0,0,2280_C,C,17419.47
2227,-40482.93,3,0,0,2227_C,C,40482.93
2212,-29306.32,3,0,0,2212_C,C,29306.32
2254,29306.32,3,0,0,2254_D,D,29306.32
3168,40482.93,3,0,0,3168_D,D,40482.93
2132,46290.57,4,0,0,2132_D,D,46290.57
3187,40419.36,4,0,0,3187_D,D,40419.36
1113,-46290.57,4,0,0,1113_C,C,46290.57
2287,-40419.36,4,0,0,2287_C,C,40419.36
3191,15173.73,6,0,0,3191_D,D,15173.73
3158,-25008.56,6,0,0,3158_C,C,25008.56
1166,14937.37,6,0,0,1166_D,D,14937.37
3191,-14937.37,6,0,0,3191_C,C,14937.37
2212,25008.56,6,0,0,2212_D,D,25008.56
2122,-15173.73,6,0,0,2122_C,C,15173.73
2196,-11932.47,6,0,0,2196_C,C,11932.47
1169,-18881.04,6,0,0,1169_C,C,18881.04
2216,18881.04,6,0,0,2216_D,D,18881.04
2193,11932.47,6,0,0,2193_D,D,11932.47
2236,-2415.48,3,0,0,2236_C,C,2415.48
3216,1897.99,3,0,0,3216_D,D,1897.99
1180,-1897.99,3,0,0,1180_C,C,1897.99
3152,2415.48,3,0,0,3152_D,D,2415.48
2199,19534.85,7,0,0,2199_D,D,19534.85
2185,-27861.15,7,0,0,2185_C,C,27861.15
1124,-19534.85,7,0,0,1124_C,C,19534.85
2237,27861.15,7,0,0,2237_D,D,27861.15
3149,9747.77,5,0,0,3149_D,D,9747.77
2173,-25025.1,5,0,0,2173_C,C,25025.1
1135,-9747.77,5,0,0,1135_C,C,9747.77
1123,42078.29,5,0,0,1123_D,D,42078.29
1118,25025.1,5,0,0,1118_D,D,25025.1
2208,-42078.29,5,0,0,2208_C,C,42078.29
1146,-33374.41,7,0,0,1146_C,C,33374.41
2261,33374.41,7,0,0,2261_D,D,33374.41
3144,21463.36,4,0,0,3144_D,D,21463.36
3159,-19196.38,4,0,0,3159_C,C,19196.38
1172,-21463.36,4,0,0,1172_C,C,21463.36
3109,19196.38,4,0,0,3109_D,D,19196.38
3167,-18362.16,4,0,0,3167_C,C,18362.16
2294,18362.16,4,0,0,2294_D,D,18362.16
3189,-17305.01,3,0,0,3189_C,C,17305.01
2294,-27027.59,3,0,0,2294_C,C,27027.59
1176,26305.21,3,0,0,1176_D,D,26305.21
2217,-26305.21,3,0,0,2217_C,C,26305.21
1142,17305.01,3,0,0,1142_D,D,17305.01
2150,27027.59,3,0,0,2150_D,D,27027.59
2166,9617.99,2,0,0,2166_D,D,9617.99
1128,-9617.99,2,0,0,1128_C,C,9617.99
2154,16627.15,4,0,0,2154_D,D,16627.15
1168,23394.48,4,0,0,1168_D,D,23394.48
2154,-16627.15,4,0,0,2154_C,C,16627.15
2177,-23394.48,4,0,0,2177_C,C,23394.48
3190,-40241.4,1,0,0,3190_C,C,40241.4
3187,40241.4,1,0,0,3187_D,D,40241.4
3163,41178.12,1,0,0,3163_D,D,41178.12
2296,-18726.32,1,0,0,2296_C,C,18726.32
1175,18726.32,1,0,0,1175_D,D,18726.32
3133,-41178.12,1,0,0,3133_C,C,41178.12
1121,-37582.32,5,0,0,1121_C,C,37582.32
2203,1241.52,5,0,0,2203_D,D,1241.52
1182,37582.32,5,0,0,1182_D,D,37582.32
1101,-1241.52,5,0,0,1101_C,C,1241.52
3210,46715.09,3,0,0,3210_D,D,46715.09
1128,-38160.3,3,0,0,1128_C,C,38160.3
2137,38160.3,3,0,0,2137_D,D,38160.3
2284,25921.96,3,0,0,2284_D,D,25921.96
3127,-25921.96,3,0,0,3127_C,C,25921.96
1133,-46715.09,3,0,0,1133_C,C,46715.09
2295,35841.68,3,0,0,2295_D,D,35841.68
3132,25858.18,3,0,0,3132_D,D,25858.18
1125,-35841.68,3,0,0,1125_C,C,35841.68
3172,10613.8,3,0,0,3172_D,D,10613.8
3170,-25858.18,3,0,0,3170_C,C,25858.18
3212,-10613.8,3,0,0,3212_C,C,10613.8
2187,7472.16,1,0,0,2187_D,D,7472.16
3214,-33626.59,1,0,0,3214_C,C,33626.59
2220,-7472.16,1,0,0,2220_C,C,7472.16
1197,33626.59,1,0,0,1197_D,D,33626.59
3152,35082.31,6,0,0,3152_D,D,35082.31
3227,-35082.31,6,0,0,3227_C,C,35082.31
3203,43668.05,6,0,0,3203_D,D,43668.05
2274,19179.25,6,0,0,2274_D,D,19179.25
3108,-19179.25,6,0,0,3108_C,C,19179.25
1170,-43668.05,6,0,0,1170_C,C,43668.05
3169,-48015.4,1,0,0,3169_C,C,48015.4
2191,48015.4,1,0,0,2191_D,D,48015.4
3180,11809.95,4,0,0,3180_D,D,11809.95
2221,25476.93,4,0,0,2221_D,D,25476.93
2283,-11809.95,4,0,0,2283_C,C,11809.95
2285,-24732.87,4,0,0,2285_C,C,24732.87
2218,24732.87,4,0,0,2218_D,D,24732.87
1137,-25476.93,4,0,0,1137_C,C,25476.93
2243,-12099.35,5,0,0,2243_C,C,12099.35
2253,-21612.71,5,0,0,2253_C,C,21612.71
2173,3288.43,5,0,0,2173_D,D,3288.43
2199,-3288.43,5,0,0,2199_C,C,3288.43
2204,12099.35,5,0,0,2204_D,D,12099.35
1147,21612.71,5,0,0,1147_D,D,21612.71
1150,-4828.89,2,0,0,1150_C,C,4828.89
1165,32274.5,2,0,0,1165_D,D,32274.5
3162,-9345.35,2,0,0,3162_C,C,9345.35
3203,9345.35,2,0,0,3203_D,D,9345.35
2226,-32274.5,2,0,0,2226_C,C,32274.5
1114,4828.89,2,0,0,1114_D,D,4828.89
3184,20229.67,5,0,0,3184_D,D,20229.67
3214,-20229.67,5,0,0,3214_C,C,20229.67
1169,-22230.22,6,0,0,1169_C,C,22230.22
3116,29833.75,6,0,0,3116_D,D,29833.75
3210,22230.22,6,0,0,3210_D,D,22230.22
2104,20404.61,6,0,0,2104_D,D,20404.61
2151,-20404.61,6,0,0,2151_C,C,20404.61
3112,-29833.75,6,0,0,3112_C,C,29833.75
3208,-39243.46,4,0,0,3208_C,C,39243.46
2108,-41390.47,4,0,0,2108_C,C,41390.47
2234,39243.46,4,0,0,2234_D,D,39243.46
3131,10796.2,4,0,0,3131_D,D,10796.2
1176,-10796.2,4,0,0,1176_C,C,10796.2
3162,41390.47,4,0,0,3162_D,D,41390.47
2167,-32775.57,1,0,0,2167_C,C,32775.57
3188,18831.62,1,0,0,3188_D,D,18831.62
1142,-18831.62,1,0,0,1142_C,C,18831.62
3216,32775.57,1,0,0,3216_D,D,32775.57
1169,-9894.6,6,0,0,1169_C,C,9894.6
2182,10156.91,6,0,0,2182_D,D,10156.91
3177,-10156.91,6,0,0,3177_C,C,10156.91
1197,9894.6,6,0,0,1197_D,D,9894.6
2158,11787.36,7,0,0,2158_D,D,11787.36
1156,-11787.36,7,0,0,1156_C,C,11787.36
2245,-23302.14,7,0,0,2245_C,C,23302.14
2191,23302.14,7,0,0,2191_D,D,23302.14
1106,13452.54,2,0,0,1106_D,D,13452.54
3111,-13452.54,2,0,0,3111_C,C,13452.54
2297,-32483.72,2,0,0,2297_C,C,32483.72
3154,32483.72,2,0,0,3154_D,D,32483.72
3120,39607.64,6,0,0,3120_D,D,39607.64
1177,-39607.64,6,0,0,1177_C,C,39607.64
1141,44437.74,7,0,0,1141_D,D,44437.74
1106,30076.89,7,0,0,1106_D,D,30076.89
3119,-44437.74,7,0,0,3119_C,C,44437.74
1141,-30076.89,7,0,0,1141_C,C,30076.89
3186,25991.69,6,0,0,3186_D,D,25991.69
2156,-25991.69,6,0,0,2156_C,C,25991.69
3183,6156.85,6,0,0,3183_D,D,6156.85
2119,-6156.85,6,0,0,2119_C,C,6156.85
2222,-25588.42,5,0,0,2222_C,C,25588.42
1113,-47356.15,5,0,0,1113_C,C,47356.15
1186,-33948.85,5,0,0,1186_C,C,33948.85
2223,25588.42,5,0,0,2223_D,D,25588.42
2171,47356.15,5,0,0,2171_D,D,47356.15
1175,33948.85,5,0,0,1175_D,D,33948.85
1145,-35496.06,2,0,0,1145_C,C,35496.06
2106,35496.06,2,0,0,2106_D,D,35496.06
3223,-38834.22,2,0,0,3223_C,C,38834.22
1172,-21741.07,2,0,0,1172_C,C,21741.07
1186,21741.07,2,0,0,1186_D,D,21741.07
1117,38834.22,2,0,0,1117_D,D,38834.22
2244,10594.86,5,0,0,2244_D,D,10594.86
2247,-10594.86,5,0,0,2247_C,C,10594.86
2283,7662.13,7,0,0,2283_D,D,7662.13
2253,16525.42,7,0,0,2253_D,D,16525.42
3190,-7662.13,7,0,0,3190_C,C,7662.13
1183,-28149.81,7,0,0,1183_C,C,28149.81
2192,-16525.42,7,0,0,2192_C,C,16525.42
3149,28149.81,7,0,0,3149_D,D,28149.81
1135,-11402.47,4,0,0,1135_C,C,11402.47
1110,48380.22,4,0,0,1110_D,D,48380.22
2112,16674.04,4,0,0,2112_D,D,16674.04
3116,-16674.04,4,0,0,3116_C,C,16674.04
3172,11402.47,4,0,0,3172_D,D,11402.47
2174,-48380.22,4,0,0,2174_C,C,48380.22
2139,18009.56,7,0,0,2139_D,D,18009.56
1111,-44470.99,7,0,0,1111_C,C,44470.99
2125,-18009.56,7,0,0,2125_C,C,18009.56
3190,37150.16,7,0,0,3190_D,D,37150.16
1154,44470.99,7,0,0,1154_D,D,44470.99
2211,-37150.16,7,0,0,2211_C,C,37150.16
2270,-20407.95,1,0,0,2270_C,C,20407.95
2266,20407.95,1,0,0,2266_D,D,20407.95
3187,-1762.09,5,0,0,3187_C,C,1762.09
3110,1762.09,5,0,0,3110_D,D,1762.09
2234,44779.52,1,0,0,2234_D,D,44779.52
